,price_numeric,Height,Width,Uniqueness,gender_guessed,gallery,painting,is_signed,age,years_selling,location,image_path
9102,3037.0,31.1,23.2,Unique,unknown,gallery,acrylic,signed,4.0,11.0,France,images_thesis\1137720_1_m.jpg
2805,1458.0,25.6,31.9,Unique,male,gallery,acrylic,signed,2.0,4.0,France,images_thesis\2162194_1_m.jpg
15642,6055.0,42.5,39.0,Unique,male,independent,oil,signed,1.0,3.0,other,images_thesis\2166436_1_m.jpg
2512,1590.0,32.0,39.0,Unique,male,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2308339_1_m.jpg
6813,10324.0,44.1,34.6,Unique,unknown,gallery,other,signed,1.0,9.0,France,images_thesis\2286019_1_m.jpg
17912,787.0,33.1,23.6,Unique,unknown,gallery,acrylic,signed,4.0,1.0,Ukraine,images_thesis\2272497_1_m.jpg
652,5952.0,25.6,21.3,Unique,unknown,gallery,other,signed,37.0,5.0,France,images_thesis\1132692_1_m.jpg
19570,969.0,23.6,15.7,Unique,unknown,gallery,oil,signed,5.0,10.0,other,images_thesis\2094063_1_m.jpg
7254,4980.0,27.6,51.2,Unique,male,gallery,oil,signed,9.0,9.0,other,images_thesis\741993_1_m.jpg
19633,4239.0,59.1,63.0,Unique,unknown,gallery,acrylic,signed,1.0,5.0,Spain,images_thesis\2332723_1_m.jpg
276,2186.0,25.6,19.7,Unique,male,gallery,other,signed,69.0,1.0,Spain,images_thesis\2181967_1_m.jpg
3332,4251.0,39.4,28.7,Unique,female,gallery,other,signed,5.0,2.0,France,images_thesis\2222196_1_m.jpg
5782,2065.0,19.7,20.9,Unique,male,gallery,oil,signed,8.0,9.0,other,images_thesis\277666_1_m.jpg
16221,727.0,19.7,7.9,Unique,unknown,gallery,acrylic,signed,3.0,11.0,France,images_thesis\1579875_1_m.jpg
11702,1458.0,11.4,16.1,Unique,male,gallery,other,signed,2.0,10.0,other,images_thesis\2126559_1_m.jpg
1857,826.0,23.6,23.6,Unique,unknown,gallery,acrylic,signed,5.0,7.0,France,images_thesis\902382_1_m.jpg
1176,273.0,28.7,21.3,Unique,male,gallery,acrylic,signed,0.0,1.0,France,images_thesis\2320558_1_m.jpg
16248,11505.0,38.0,54.1,Unique,male,gallery,other,signed,11.0,8.0,France,images_thesis\885576_1_m.jpg
15600,727.0,23.6,23.6,Unique,female,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2265647_1_m.jpg
19260,1211.0,33.0,53.0,Unique,male,gallery,other,signed,6.0,10.0,other,images_thesis\579105_1_m.jpg
19364,182.0,8.3,8.3,Unique,male,independent,acrylic,signed,0.0,4.0,other,images_thesis\2285826_1_m.jpg
15477,969.0,23.6,19.7,Unique,male,gallery,other,signed,4.0,11.0,France,images_thesis\1257117_1_m.jpg
19168,9568.0,24.0,18.1,Copy,unknown,gallery,other,signed,5.0,9.0,France,images_thesis\1958106_1_m.jpg
16199,1802.0,19.0,19.0,Unique,male,gallery,other,signed,4.0,10.0,United States,images_thesis\1998291_1_m.jpg
11053,607.0,25.6,19.7,Unique,female,gallery,acrylic,signed,0.0,3.0,France,images_thesis\2289150_1_m.jpg
16493,3573.0,39.4,80.7,Unique,female,independent,acrylic,signed,2.0,4.0,Spain,images_thesis\2149574_1_m.jpg
16049,606.0,19.7,19.7,Unique,female,gallery,oil,signed,5.0,10.0,France,images_thesis\1174080_1_m.jpg
20074,836.0,11.8,35.4,Unique,female,gallery,other,signed,1.0,8.0,France,images_thesis\2234620_1_m.jpg
6054,1142.0,11.2,14.4,Unique,unknown,gallery,oil,signed,125.0,6.0,other,images_thesis\2092938_1_m.jpg
12447,1761.0,31.5,23.6,Unique,unknown,gallery,other,signed,0.0,8.0,other,images_thesis\2322485_1_m.jpg
4493,2136.0,48.0,2.0,Unique,male,gallery,acrylic,signed,7.0,3.0,other,images_thesis\2068248_1_m.jpg
20683,593.0,23.6,19.7,Unique,female,gallery,other,signed,1.0,4.0,other,images_thesis\2242142_1_m.jpg
1634,182.0,11.8,19.7,Unique,male,gallery,other,signed,52.0,3.0,other,images_thesis\1913586_1_m.jpg
13323,2180.0,31.5,47.2,Unique,female,independent,acrylic,signed,3.0,3.0,other,images_thesis\1591716_1_m.jpg
10681,850.0,31.5,23.6,Unique,female,gallery,other,signed,1.0,11.0,France,images_thesis\2289316_1_m.jpg
4479,3250.0,47.2,39.4,Unique,female,gallery,other,signed,2.0,1.0,United States,images_thesis\2253621_1_m.jpg
7356,5830.0,28.0,39.4,Unique,male,gallery,oil,signed,25.0,8.0,United States,images_thesis\1951233_1_m.jpg
2096,2672.0,39.0,40.2,Unique,female,gallery,acrylic,signed,16.0,10.0,France,images_thesis\1559223_1_m.jpg
2996,825.0,30.0,24.0,Unique,male,gallery,acrylic,signed,5.0,3.0,United States,images_thesis\2068107_1_m.jpg
19089,900.0,9.8,15.7,Unique,unknown,gallery,oil,signed,1.0,1.0,Ukraine,images_thesis\2265030_1_m.jpg
1047,7895.0,57.9,46.5,Unique,male,independent,oil,signed,2.0,5.0,other,images_thesis\1921104_1_m.jpg
1766,1093.0,23.6,19.7,Unique,male,gallery,other,not signed,55.0,3.0,France,images_thesis\1511061_1_m.jpg
14350,4700.0,47.2,39.4,Unique,male,gallery,oil,signed,1.0,1.0,Ukraine,images_thesis\2227489_1_m.jpg
257,4251.0,47.2,47.2,Unique,unknown,gallery,other,signed,3.0,4.0,France,images_thesis\1427445_1_m.jpg
19686,1308.0,31.5,15.7,Unique,female,gallery,acrylic,signed,1.0,8.0,France,images_thesis\2320996_1_m.jpg
425,4858.0,31.5,23.6,Unique,unknown,gallery,acrylic,signed,6.0,12.0,France,images_thesis\2294790_1_m.jpg
12058,2915.0,31.5,63.0,Unique,male,gallery,acrylic,signed,0.0,9.0,France,images_thesis\2287928_1_m.jpg
18245,930.0,20.0,16.0,Unique,male,gallery,other,signed,1.0,5.0,other,images_thesis\2267751_1_m.jpg
2790,2308.0,16.5,8.7,Unique,male,gallery,oil,signed,75.0,7.0,France,images_thesis\2319368_1_m.jpg
20530,2604.0,31.5,39.4,Unique,unknown,gallery,oil,not signed,6.0,3.0,Ukraine,images_thesis\1631886_1_m.jpg
12236,12268.0,74.8,59.1,Unique,male,gallery,other,signed,2.0,4.0,other,images_thesis\2322736_1_m.jpg
4994,15183.0,76.8,44.9,Unique,male,gallery,oil,signed,18.0,9.0,France,images_thesis\2328414_1_m.jpg
19211,848.0,25.6,37.4,Unique,male,independent,other,signed,10.0,4.0,other,images_thesis\1315311_1_m.jpg
20269,6661.0,63.0,78.7,Unique,unknown,gallery,other,signed,6.0,11.0,France,images_thesis\2317517_1_m.jpg
16379,3512.0,59.1,39.4,Unique,male,gallery,acrylic,signed,3.0,12.0,France,images_thesis\1504026_1_m.jpg
7777,3521.0,43.3,55.1,Unique,male,independent,acrylic,signed,1.0,5.0,other,images_thesis\2296794_1_m.jpg
19593,969.0,18.9,25.0,Unique,unknown,independent,other,signed,4.0,3.0,other,images_thesis\1778124_1_m.jpg
1337,1032.0,19.7,9.1,Unique,female,gallery,other,signed,3.0,5.0,other,images_thesis\2202608_1_m.jpg
15361,5934.0,39.4,51.2,Unique,unknown,gallery,acrylic,signed,2.0,12.0,France,images_thesis\2261939_1_m.jpg
6027,3765.0,25.6,29.9,Unique,male,gallery,oil,signed,24.0,2.0,France,images_thesis\2228016_1_m.jpg
14317,1211.0,31.5,31.5,Unique,male,gallery,other,signed,1.0,7.0,France,images_thesis\2288629_1_m.jpg
8999,972.0,21.7,18.1,Unique,male,gallery,other,signed,8.0,9.0,France,images_thesis\333205_1_m.jpg
11879,668.0,19.7,15.7,Unique,male,independent,other,signed,0.0,1.0,other,images_thesis\2318356_1_m.jpg
13516,969.0,19.7,19.7,Unique,female,gallery,other,signed,3.0,10.0,France,images_thesis\1572198_1_m.jpg
20377,5934.0,39.4,39.4,Unique,unknown,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2296125_1_m.jpg
15507,1332.0,11.4,15.7,Unique,male,gallery,oil,signed,75.0,7.0,France,images_thesis\2333368_1_m.jpg
20831,1817.0,47.2,78.7,Unique,female,independent,other,signed,1.0,4.0,Ukraine,images_thesis\2251539_1_m.jpg
3863,1518.0,46.1,26.2,Unique,male,gallery,acrylic,signed,35.0,9.0,France,images_thesis\1796604_1_m.jpg
1984,14575.0,18.3,13.4,Unique,male,gallery,acrylic,signed,5.0,3.0,Spain,images_thesis\2207024_1_m.jpg
18938,61.0,15.7,11.8,Unique,unknown,gallery,other,signed,0.0,8.0,other,images_thesis\2289554_1_m.jpg
9906,2308.0,26.0,46.1,Unique,unknown,gallery,other,signed,7.0,6.0,France,images_thesis\1972908_1_m.jpg
2922,607.0,20.9,16.9,Unique,unknown,gallery,acrylic,signed,4.0,5.0,France,images_thesis\1147452_1_m.jpg
2876,972.0,9.4,11.8,Unique,female,gallery,oil,signed,3.0,3.0,other,images_thesis\2144677_1_m.jpg
18758,1114.0,31.9,23.6,Unique,female,independent,other,signed,4.0,3.0,France,images_thesis\1590123_1_m.jpg
14737,484.0,24.4,20.1,Unique,unknown,gallery,other,signed,6.0,8.0,France,images_thesis\2294079_1_m.jpg
1082,1263.0,27.6,19.7,Unique,male,gallery,other,signed,4.0,1.0,France,images_thesis\2278844_1_m.jpg
18967,3512.0,39.4,78.7,Unique,male,independent,oil,signed,1.0,3.0,other,images_thesis\2270499_1_m.jpg
7069,2250.0,39.4,35.4,Unique,female,independent,other,signed,7.0,4.0,other,images_thesis\1364112_1_m.jpg
2133,1943.0,19.7,19.7,Unique,male,gallery,other,signed,1.0,7.0,other,images_thesis\2208312_1_m.jpg
12512,660.0,32.0,39.0,Unique,female,gallery,acrylic,signed,19.0,3.0,other,images_thesis\2279499_1_m.jpg
18066,400.0,14.0,11.0,Unique,female,independent,acrylic,signed,5.0,6.0,United States,images_thesis\908655_1_m.jpg
6087,5500.0,23.6,53.9,Unique,unknown,gallery,oil,signed,3.0,3.0,other,images_thesis\1830867_1_m.jpg
3278,930.0,29.5,39.4,Unique,male,gallery,oil,signed,15.0,4.0,other,images_thesis\2303901_1_m.jpg
18377,1211.0,18.9,18.9,Unique,unknown,gallery,other,signed,4.0,9.0,Spain,images_thesis\2321621_1_m.jpg
11897,607.0,15.7,19.7,Unique,male,independent,oil,signed,0.0,1.0,other,images_thesis\2312603_1_m.jpg
16598,400.0,16.1,12.2,Unique,male,gallery,oil,signed,0.0,1.0,other,images_thesis\2309323_1_m.jpg
17759,678.0,15.7,15.7,Unique,unknown,gallery,other,signed,3.0,5.0,other,images_thesis\1394256_1_m.jpg
5956,1576.0,31.5,25.0,Unique,male,gallery,oil,signed,112.0,6.0,other,images_thesis\1033284_1_m.jpg
18874,5268.0,23.6,23.6,Unique,unknown,gallery,oil,signed,6.0,9.0,France,images_thesis\763401_1_m.jpg
18428,1362.0,31.5,25.6,Unique,female,gallery,oil,signed,1.0,7.0,France,images_thesis\2288895_1_m.jpg
20189,848.0,19.7,19.7,Unique,female,independent,other,signed,6.0,3.0,France,images_thesis\1350339_1_m.jpg
2712,1032.0,28.0,20.5,Unique,male,gallery,other,signed,15.0,9.0,France,images_thesis\2286285_1_m.jpg
83,893.0,29.5,21.7,Unique,unknown,gallery,other,signed,10.0,1.0,Ukraine,images_thesis\2264581_1_m.jpg
18846,2531.0,39.4,47.2,Unique,female,independent,acrylic,signed,3.0,3.0,other,images_thesis\1563516_1_m.jpg
10308,717.0,30.7,20.9,Unique,male,gallery,other,signed,4.0,7.0,France,images_thesis\1361121_1_m.jpg
10926,2794.0,45.7,28.7,Unique,female,gallery,other,signed,4.0,9.0,France,images_thesis\1236576_1_m.jpg
20206,2422.0,76.8,44.9,Unique,female,gallery,oil,signed,5.0,9.0,France,images_thesis\966342_1_m.jpg
7006,1190.0,18.9,22.0,Unique,female,independent,other,signed,4.0,2.0,other,images_thesis\2244900_1_m.jpg
12733,947.0,31.5,27.6,Unique,female,gallery,acrylic,signed,0.0,3.0,Ukraine,images_thesis\2323480_1_m.jpg
2617,692.0,15.0,6.7,Unique,male,gallery,acrylic,signed,1.0,10.0,France,images_thesis\2265178_1_m.jpg
7628,5101.0,31.5,23.6,Unique,unknown,gallery,other,signed,0.0,3.0,other,images_thesis\2291748_1_m.jpg
15315,2071.0,27.6,19.7,Unique,female,gallery,other,signed,1.0,9.0,France,images_thesis\2315005_1_m.jpg
8121,850.0,27.6,23.6,Unique,female,gallery,oil,signed,5.0,10.0,France,images_thesis\1174119_1_m.jpg
1627,1458.0,8.0,12.0,Unique,male,gallery,acrylic,signed,4.0,4.0,United States,images_thesis\1088634_1_m.jpg
1822,1500.0,35.4,35.4,Unique,male,gallery,oil,signed,0.0,2.0,other,images_thesis\2299364_1_m.jpg
2971,850.0,41.7,29.9,Unique,male,gallery,acrylic,signed,2.0,1.0,France,images_thesis\2162443_1_m.jpg
6775,972.0,9.7,10.2,Unique,unknown,gallery,other,not signed,2.0,3.0,France,images_thesis\2328241_1_m.jpg
11524,3279.0,41.3,39.4,Unique,female,independent,acrylic,signed,0.0,3.0,France,images_thesis\2329959_1_m.jpg
5546,6438.0,39.4,39.4,Unique,female,gallery,oil,signed,0.0,1.0,France,images_thesis\2325090_1_m.jpg
19679,2422.0,12.2,12.2,Unique,unknown,gallery,other,signed,1.0,9.0,Spain,images_thesis\2321615_1_m.jpg
8120,3887.0,37.4,45.3,Unique,unknown,gallery,other,signed,3.0,3.0,other,images_thesis\1721076_1_m.jpg
8899,704.0,7.9,7.9,Unique,male,gallery,acrylic,signed,7.0,8.0,France,images_thesis\458983_1_m.jpg
10124,5101.0,23.6,23.6,Unique,male,gallery,other,signed,0.0,12.0,other,images_thesis\2304129_1_m.jpg
185,2915.0,55.1,55.1,Unique,female,gallery,oil,signed,1.0,4.0,France,images_thesis\2253892_1_m.jpg
6502,7600.0,56.0,40.0,Unique,male,gallery,acrylic,signed,25.0,4.0,other,images_thesis\2083488_1_m.jpg
15274,3049.0,39.4,39.4,Unique,unknown,gallery,acrylic,signed,8.0,10.0,other,images_thesis\949008_1_m.jpg
13581,6903.0,37.4,37.4,Unique,unknown,gallery,other,signed,0.0,12.0,France,images_thesis\2325548_1_m.jpg
16568,4400.0,27.6,31.5,Unique,male,independent,oil,signed,0.0,4.0,Ukraine,images_thesis\2329168_1_m.jpg
10881,1336.0,22.0,18.1,Unique,unknown,gallery,other,signed,1.0,9.0,France,images_thesis\2273747_1_m.jpg
8370,1822.0,23.6,23.6,Unique,male,gallery,oil,signed,3.0,8.0,France,images_thesis\1460958_1_m.jpg
15343,654.0,19.7,27.6,Unique,male,gallery,other,signed,4.0,7.0,France,images_thesis\2285922_1_m.jpg
12025,2429.0,39.4,39.4,Unique,female,gallery,oil,signed,0.0,4.0,other,images_thesis\2316156_1_m.jpg
13748,1090.0,19.7,19.7,Unique,female,gallery,other,signed,1.0,7.0,France,images_thesis\2318931_1_m.jpg
2493,1640.0,39.4,39.4,Unique,unknown,gallery,other,signed,0.0,4.0,France,images_thesis\2313784_1_m.jpg
8183,875.0,19.3,19.3,Unique,unknown,gallery,other,signed,6.0,11.0,France,images_thesis\588633_1_m.jpg
19075,2265.0,47.2,31.5,Unique,female,independent,acrylic,signed,5.0,3.0,other,images_thesis\1593849_1_m.jpg
4638,1725.0,23.6,23.6,Unique,male,gallery,other,signed,3.0,8.0,Spain,images_thesis\1930665_1_m.jpg
16474,3028.0,27.6,19.7,Unique,unknown,gallery,oil,not signed,1.0,3.0,Ukraine,images_thesis\2230034_1_m.jpg
16067,727.0,19.3,7.5,Unique,unknown,gallery,acrylic,signed,4.0,11.0,France,images_thesis\1137810_1_m.jpg
7060,4130.0,31.5,31.5,Unique,male,gallery,other,signed,3.0,9.0,France,images_thesis\1761495_1_m.jpg
812,13361.0,30.0,22.0,Unique,unknown,gallery,other,signed,1.0,11.0,other,images_thesis\2326722_1_m.jpg
6001,3887.0,31.5,31.5,Unique,unknown,gallery,acrylic,signed,1.0,4.0,Spain,images_thesis\2187096_1_m.jpg
564,790.0,19.7,15.7,Unique,male,gallery,acrylic,signed,1.0,4.0,other,images_thesis\2299104_1_m.jpg
9398,875.0,25.6,19.7,Unique,unknown,gallery,acrylic,signed,1.0,8.0,France,images_thesis\2207140_1_m.jpg
6986,3037.0,16.1,11.8,Unique,unknown,gallery,other,signed,1.0,1.0,other,images_thesis\2245737_1_m.jpg
7692,960.0,27.6,19.7,Unique,female,gallery,acrylic,signed,0.0,5.0,other,images_thesis\2334201_1_m.jpg
20072,848.0,23.6,19.7,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2234715_1_m.jpg
15420,3633.0,50.0,31.5,Unique,male,independent,other,signed,7.0,3.0,other,images_thesis\1689984_1_m.jpg
20730,4602.0,47.2,47.2,Unique,female,gallery,acrylic,signed,4.0,3.0,France,images_thesis\1548714_1_m.jpg
19734,533.0,14.2,26.4,Unique,male,gallery,other,signed,4.0,2.0,other,images_thesis\2324692_1_m.jpg
4828,1822.0,51.2,38.0,Unique,female,gallery,acrylic,signed,43.0,10.0,France,images_thesis\1867143_1_m.jpg
5322,1458.0,31.5,39.4,Unique,male,gallery,acrylic,signed,2.0,4.0,Spain,images_thesis\1999503_1_m.jpg
2404,668.0,15.7,11.8,Unique,unknown,gallery,oil,signed,1.0,1.0,France,images_thesis\2332433_1_m.jpg
8247,905.0,31.5,23.6,Unique,male,independent,acrylic,signed,2.0,3.0,other,images_thesis\1932774_1_m.jpg
5070,1576.0,21.5,29.7,Unique,male,gallery,other,signed,58.0,6.0,other,images_thesis\708558_1_m.jpg
13285,896.0,23.6,7.9,Unique,male,gallery,oil,signed,1.0,9.0,France,images_thesis\2208491_1_m.jpg
17306,1817.0,31.5,23.6,Unique,female,independent,other,signed,0.0,1.0,other,images_thesis\2297494_1_m.jpg
12297,1700.0,31.5,27.6,Unique,female,gallery,other,signed,0.0,3.0,Ukraine,images_thesis\2300909_1_m.jpg
181,750.0,13.7,11.8,Unique,female,gallery,other,signed,6.0,6.0,other,images_thesis\2321729_1_m.jpg
3030,450.0,38.0,28.0,Unique,unknown,gallery,acrylic,signed,6.0,3.0,other,images_thesis\2225860_1_m.jpg
19155,4360.0,31.5,31.5,Unique,female,gallery,acrylic,signed,6.0,9.0,France,images_thesis\2113179_1_m.jpg
11422,972.0,47.2,15.7,Unique,male,gallery,acrylic,signed,1.0,11.0,France,images_thesis\2275041_1_m.jpg
1691,364.0,15.7,11.8,Unique,male,gallery,other,signed,2.0,10.0,France,images_thesis\2334715_1_m.jpg
10793,34009.0,47.2,31.5,Unique,female,gallery,acrylic,signed,11.0,8.0,other,images_thesis\131116_1_m.jpg
6828,2186.0,47.2,47.2,Unique,male,gallery,acrylic,signed,3.0,1.0,other,images_thesis\2162342_1_m.jpg
5250,15790.0,19.7,39.4,Unique,male,gallery,oil,signed,70.0,6.0,other,images_thesis\658197_1_m.jpg
13213,666.0,24.4,16.5,Unique,male,gallery,oil,signed,15.0,1.0,Ukraine,images_thesis\2321931_1_m.jpg
1753,1822.0,35.4,35.4,Unique,male,independent,other,signed,6.0,1.0,France,images_thesis\2171940_1_m.jpg
6484,729.0,19.7,19.7,Unique,unknown,independent,acrylic,signed,2.0,1.0,France,images_thesis\2171162_1_m.jpg
16385,1696.0,96.0,157.0,Unique,male,gallery,other,signed,6.0,10.0,other,images_thesis\580611_1_m.jpg
5961,1579.0,23.6,19.7,Unique,unknown,gallery,acrylic,signed,9.0,12.0,France,images_thesis\384068_1_m.jpg
17877,678.0,23.6,23.6,Unique,unknown,gallery,other,signed,2.0,1.0,Ukraine,images_thesis\2281839_1_m.jpg
6947,7045.0,43.3,43.3,Unique,female,gallery,other,signed,3.0,3.0,other,images_thesis\1524579_1_m.jpg
6186,11721.0,63.0,47.2,Unique,female,gallery,other,signed,1.0,4.0,Spain,images_thesis\2322167_1_m.jpg
11798,607.0,7.5,7.5,Unique,female,gallery,acrylic,signed,4.0,9.0,France,images_thesis\2112789_1_m.jpg
10392,364.0,23.6,11.8,Unique,male,independent,other,signed,1.0,7.0,France,images_thesis\2245749_1_m.jpg
17087,624.0,33.1,23.6,Unique,unknown,gallery,other,signed,5.0,1.0,Ukraine,images_thesis\2275172_1_m.jpg
1180,2186.0,6.3,8.7,Unique,female,gallery,oil,signed,75.0,10.0,France,images_thesis\2274826_1_m.jpg
4906,152.0,11.8,9.4,Unique,unknown,gallery,other,signed,1.0,7.0,France,images_thesis\2267483_1_m.jpg
9953,600.0,7.9,18.5,Unique,male,independent,other,signed,10.0,4.0,Ukraine,images_thesis\2292875_1_m.jpg
12394,668.0,19.7,23.6,Unique,unknown,gallery,other,signed,10.0,1.0,Ukraine,images_thesis\2297469_1_m.jpg
9106,972.0,39.4,39.4,Unique,male,gallery,other,signed,2.0,9.0,France,images_thesis\2321819_1_m.jpg
12040,911.0,27.2,16.1,Unique,unknown,gallery,other,signed,1.0,9.0,Spain,images_thesis\2297074_1_m.jpg
13768,1453.0,19.7,24.0,Unique,female,gallery,acrylic,signed,6.0,11.0,France,images_thesis\2300517_1_m.jpg
7513,2186.0,35.4,43.3,Unique,male,gallery,oil,signed,7.0,4.0,France,images_thesis\2195381_1_m.jpg
11812,1943.0,31.5,23.6,Unique,male,independent,other,signed,4.0,5.0,other,images_thesis\1728603_1_m.jpg
11256,486.0,7.9,11.8,Unique,female,independent,oil,signed,2.0,3.0,other,images_thesis\2220897_1_m.jpg
13910,1441.0,39.4,19.7,Unique,female,independent,other,signed,0.0,7.0,France,images_thesis\2299692_1_m.jpg
12441,4494.0,31.5,39.4,Unique,female,independent,other,signed,0.0,1.0,France,images_thesis\2323782_1_m.jpg
11654,436.0,19.7,15.7,Unique,male,independent,other,signed,1.0,7.0,France,images_thesis\2269803_1_m.jpg
5067,2672.0,39.4,55.1,Unique,male,gallery,other,signed,5.0,4.0,other,images_thesis\1128957_1_m.jpg
13829,901.0,11.8,11.8,Unique,female,gallery,acrylic,signed,2.0,10.0,other,images_thesis\2217408_1_m.jpg
17171,545.0,19.7,19.7,Unique,female,independent,other,signed,2.0,5.0,other,images_thesis\1945467_1_m.jpg
8458,2429.0,31.5,23.6,Unique,unknown,gallery,acrylic,signed,4.0,11.0,France,images_thesis\1161825_1_m.jpg
9415,790.0,31.5,19.7,Unique,unknown,gallery,oil,signed,4.0,1.0,Ukraine,images_thesis\2326368_1_m.jpg
12957,1914.0,35.4,35.4,Unique,female,gallery,oil,signed,4.0,8.0,France,images_thesis\2321530_1_m.jpg
1198,1458.0,8.0,12.0,Unique,unknown,gallery,other,signed,4.0,4.0,United States,images_thesis\1308231_1_m.jpg
9638,4858.0,23.6,31.5,Unique,female,independent,other,signed,12.0,3.0,other,images_thesis\2272974_1_m.jpg
16153,901.0,12.3,9.3,Unique,unknown,gallery,oil,signed,2.0,10.0,United States,images_thesis\2256158_1_m.jpg
7661,1942.0,31.5,31.5,Unique,male,independent,acrylic,signed,0.0,5.0,other,images_thesis\2303234_1_m.jpg
765,1567.0,51.2,38.2,Unique,male,gallery,other,signed,1.0,10.0,France,images_thesis\2279985_1_m.jpg
16857,1800.0,19.6,27.5,Unique,male,gallery,acrylic,signed,3.0,6.0,other,images_thesis\2284605_1_m.jpg
5042,5952.0,59.1,39.4,Unique,unknown,gallery,oil,signed,5.0,4.0,Spain,images_thesis\2298277_1_m.jpg
6095,5769.0,55.1,51.2,Unique,male,gallery,other,signed,6.0,5.0,other,images_thesis\824925_1_m.jpg
8387,1397.0,23.6,31.5,Unique,female,gallery,oil,signed,3.0,10.0,France,images_thesis\1683828_1_m.jpg
14095,2100.0,7.5,9.5,Unique,male,gallery,other,signed,78.0,1.0,United States,images_thesis\2332440_1_m.jpg
1044,8500.0,59.1,59.1,Unique,male,independent,other,signed,8.0,5.0,other,images_thesis\788937_1_m.jpg
4291,1136.0,31.5,31.5,Unique,female,gallery,acrylic,signed,5.0,9.0,France,images_thesis\875991_1_m.jpg
6119,3401.0,59.8,19.7,Unique,female,gallery,other,signed,14.0,4.0,other,images_thesis\1426842_1_m.jpg
11106,2794.0,19.7,11.8,Unique,unknown,gallery,acrylic,signed,3.0,11.0,France,images_thesis\1753035_1_m.jpg
7838,978.0,23.6,35.4,Unique,male,gallery,acrylic,signed,3.0,2.0,other,images_thesis\2321709_1_m.jpg
14863,969.0,15.7,19.7,Unique,unknown,gallery,acrylic,signed,2.0,11.0,France,images_thesis\2141218_1_m.jpg
13995,666.0,19.7,19.7,Unique,male,independent,other,signed,4.0,1.0,other,images_thesis\2250567_1_m.jpg
7941,730.0,15.7,15.7,Unique,unknown,independent,other,signed,3.0,5.0,France,images_thesis\1305564_1_m.jpg
19442,765.0,20.0,16.0,Unique,female,gallery,acrylic,signed,2.0,3.0,United States,images_thesis\2239216_1_m.jpg
20067,824.0,21.7,18.1,Unique,male,gallery,acrylic,signed,5.0,8.0,France,images_thesis\2235074_1_m.jpg
15124,654.0,11.9,9.5,Unique,male,gallery,oil,signed,1.0,3.0,other,images_thesis\2308333_1_m.jpg
651,1800.0,24.0,30.3,Unique,male,gallery,oil,signed,8.0,4.0,other,images_thesis\1609644_1_m.jpg
14002,666.0,19.7,19.7,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2248831_1_m.jpg
8668,700.0,12.0,9.0,Unique,male,gallery,other,signed,4.0,6.0,United States,images_thesis\1126764_1_m.jpg
759,1190.0,31.9,8.3,Unique,male,gallery,acrylic,signed,4.0,4.0,other,images_thesis\1302156_1_m.jpg
1613,15000.0,64.0,53.0,Unique,male,gallery,other,signed,15.0,6.0,United States,images_thesis\825057_1_m.jpg
151,3776.0,24.0,24.0,Unique,unknown,gallery,other,signed,8.0,10.0,United States,images_thesis\538402_1_m.jpg
8695,2551.0,35.4,35.4,Unique,female,gallery,acrylic,signed,4.0,5.0,other,images_thesis\1210056_1_m.jpg
907,10810.0,59.1,59.1,Unique,male,independent,other,signed,1.0,5.0,other,images_thesis\2204949_1_m.jpg
6861,9170.0,76.8,76.8,Unique,male,independent,other,signed,10.0,1.0,Spain,images_thesis\2190871_1_m.jpg
18541,666.0,11.8,8.3,Unique,male,gallery,oil,signed,3.0,5.0,other,images_thesis\1426590_1_m.jpg
8599,1020.0,31.5,23.6,Unique,unknown,gallery,acrylic,signed,0.0,8.0,France,images_thesis\2326425_1_m.jpg
9919,3158.0,55.1,66.9,Unique,male,independent,acrylic,signed,4.0,5.0,other,images_thesis\1280136_1_m.jpg
6527,2198.0,39.4,29.5,Unique,female,gallery,oil,signed,8.0,9.0,other,images_thesis\614322_1_m.jpg
5071,1579.0,19.7,23.6,Unique,male,gallery,oil,signed,25.0,6.0,other,images_thesis\687159_1_m.jpg
20862,6903.0,41.3,78.7,Unique,female,independent,acrylic,signed,1.0,3.0,France,images_thesis\2200792_1_m.jpg
20764,1332.0,15.7,47.2,Unique,female,gallery,other,signed,8.0,10.0,France,images_thesis\316222_1_m.jpg
13365,2931.0,27.6,51.2,Unique,female,independent,acrylic,signed,4.0,3.0,other,images_thesis\1546026_1_m.jpg
15160,5450.0,48.4,38.6,Unique,male,gallery,acrylic,signed,10.0,4.0,France,images_thesis\2296701_1_m.jpg
17562,424.0,11.7,14.9,Unique,male,gallery,oil,signed,4.0,1.0,Ukraine,images_thesis\2300000_1_m.jpg
1338,1032.0,22.0,9.8,Unique,female,gallery,other,signed,7.0,5.0,other,images_thesis\2202600_1_m.jpg
16889,194.0,11.4,11.4,Unique,male,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2245556_1_m.jpg
847,1850.0,32.0,23.0,Unique,unknown,gallery,other,signed,2.0,3.0,other,images_thesis\1988532_1_m.jpg
19427,969.0,11.8,13.8,Unique,male,gallery,oil,signed,1.0,3.0,other,images_thesis\2241841_1_m.jpg
